#Subpopulation order/codes: Tory=0	Tstr=1
#chm	spos	epos	sgpos	egpos	n snps	TstrBot_0757.0	TstrBot_0757.1
NC_037329.1	102887973	102910014	133.75	133.78	205	1	0
NC_037329.1	102910014	103937244	133.78	135.12	10675	1	1
NC_037329.1	103937244	103964808	135.12	135.15	240	1	0
NC_037329.1	103964808	108436321	135.15	140.97	46605	1	1
NC_037329.1	108436321	108472543	140.97	141.01	365	1	0
NC_037329.1	108472543	109060566	141.01	141.78	5365	1	1
NC_037329.1	109060566	109083315	141.78	141.81	300	0	1
NC_037329.1	109083315	109254545	141.81	142.03	1705	1	1
NC_037329.1	109254545	109275150	142.03	142.06	245	1	0
NC_037329.1	109275150	109988220	142.06	142.99	7115	1	1
NC_037329.1	109988220	110005964	142.99	143.01	165	0	1
NC_037329.1	110005964	111396394	143.01	144.82	13415	1	1
NC_037329.1	111396394	111443738	144.82	144.88	335	0	1
NC_037329.1	111443738	112183614	144.88	145.84	7650	1	1
NC_037329.1	112183614	112200756	145.84	145.86	155	0	1
NC_037329.1	112200756	115754912	145.86	150.48	36495	1	1
NC_037329.1	115754912	115775664	150.48	150.51	295	1	0
NC_037329.1	115775664	116337102	150.51	151.24	6555	1	1
NC_037329.1	116337102	116390470	151.24	151.31	415	1	0
NC_037329.1	116390470	117260026	151.31	152.44	9790	1	1
NC_037329.1	117260026	117275939	152.44	152.46	235	1	0
NC_037329.1	117275939	119042837	152.46	154.76	18535	1	1
NC_037329.1	119042837	119050395	154.76	154.77	175	1	0
NC_037329.1	119050395	120039795	154.77	156.05	9755	1	1
NC_037329.1	120039795	120061866	156.05	156.08	220	0	1
NC_037329.1	120061866	121088098	156.08	157.41	11025	1	1
NC_037329.1	121088098	121114054	157.41	157.45	260	0	1
NC_037329.1	121114054	122236020	157.45	158.91	8370	1	1
NC_037329.1	122236020	122244393	158.91	158.92	175	1	0
NC_037329.1	122244393	123826219	158.92	160.97	23395	1	1
NC_037329.1	123826219	123845635	160.97	161.00	310	1	0
NC_037329.1	123845635	125299516	161.00	162.89	17355	1	1
NC_037329.1	125299516	125332683	162.89	162.93	250	1	0
NC_037329.1	125332683	126394129	162.93	164.31	10235	1	1
NC_037329.1	126394129	126433318	164.31	164.36	295	0	1
NC_037329.1	126433318	128419763	164.36	166.95	23315	1	1
NC_037329.1	128419763	128441675	166.95	166.97	260	0	1
NC_037329.1	128441675	129922581	166.97	168.90	16595	1	1
NC_037329.1	129922581	129929571	168.90	168.91	145	1	0
NC_037329.1	129929571	132703344	168.91	172.51	34770	1	1
NC_037329.1	132703344	132712909	172.51	172.53	235	1	0
NC_037329.1	132712909	132726247	172.53	172.54	360	1	1
NC_037329.1	132726247	132736997	172.54	172.56	150	0	1
NC_037329.1	132736997	133817840	172.56	173.96	16620	1	1
NC_037329.1	133817840	133835457	173.96	173.99	365	1	0
NC_037329.1	133835457	134938288	173.99	175.42	20695	1	1
NC_037329.1	134938288	134948020	175.42	175.43	160	1	0
NC_037329.1	134948020	134951193	175.43	175.44	60	1	1
NC_037329.1	134951193	134956499	175.44	175.44	130	0	1
NC_037329.1	134956499	136228662	175.44	177.10	19626	1	1
